"cid","site","burnt","N","juv","mat","scale","heterogen"
105,"SodaNaturalArea2",1,2,1,1,"Scale_6",34.6100463867188
105,"SodaNaturalArea2",1,2,1,1,"Scale_7",16.2786197662354
105,"SodaNaturalArea2",1,2,1,1,"Scale_8",5.16617870330811
105,"SodaNaturalArea2",1,2,1,1,"Scale_9",1.74508547782898
575,"SodaNaturalArea2",0,11,7,4,"Scale_1",43.2296371459961
575,"SodaNaturalArea2",0,11,7,4,"Scale_2",156.838516235352
575,"SodaNaturalArea2",0,11,7,4,"Scale_3",448.487701416016
575,"SodaNaturalArea2",0,11,7,4,"Scale_4",453.391143798828
575,"SodaNaturalArea2",0,11,7,4,"Scale_5",353.089538574219
575,"SodaNaturalArea2",0,11,7,4,"Scale_6",151.735107421875
575,"SodaNaturalArea2",0,11,7,4,"Scale_7",56.567455291748
575,"SodaNaturalArea2",0,11,7,4,"Scale_8",17.2519550323486
575,"SodaNaturalArea2",0,11,7,4,"Scale_9",5.25869274139404
460,"SodaNaturalArea2",1,0,0,0,"Scale_1",26.8823909759521
460,"SodaNaturalArea2",1,0,0,0,"Scale_2",7.26080656051636
460,"SodaNaturalArea2",1,0,0,0,"Scale_3",7.16887998580933
460,"SodaNaturalArea2",1,0,0,0,"Scale_4",19.1238918304443
460,"SodaNaturalArea2",1,0,0,0,"Scale_5",22.3357830047607
460,"SodaNaturalArea2",1,0,0,0,"Scale_6",20.6348495483398
460,"SodaNaturalArea2",1,0,0,0,"Scale_7",8.75391674041748
460,"SodaNaturalArea2",1,0,0,0,"Scale_8",2.89483428001404
460,"SodaNaturalArea2",1,0,0,0,"Scale_9",1.09080410003662
258,"SodaNaturalArea2",1,2,1,1,"Scale_1",3.58086967468262
258,"SodaNaturalArea2",1,2,1,1,"Scale_2",8.37920570373535
258,"SodaNaturalArea2",1,2,1,1,"Scale_3",33.8583106994629
258,"SodaNaturalArea2",1,2,1,1,"Scale_4",82.2030563354492
258,"SodaNaturalArea2",1,2,1,1,"Scale_5",99.9227066040039
258,"SodaNaturalArea2",1,2,1,1,"Scale_6",70.1437454223633
258,"SodaNaturalArea2",1,2,1,1,"Scale_7",25.7378692626953
258,"SodaNaturalArea2",1,2,1,1,"Scale_8",8.03032779693604
258,"SodaNaturalArea2",1,2,1,1,"Scale_9",2.41073369979858
309,"SodaNaturalArea2",1,1,1,0,"Scale_1",7.62468528747559
309,"SodaNaturalArea2",1,1,1,0,"Scale_2",3.09339785575867
309,"SodaNaturalArea2",1,1,1,0,"Scale_3",6.43440723419189
309,"SodaNaturalArea2",1,1,1,0,"Scale_4",17.3795185089111
309,"SodaNaturalArea2",1,1,1,0,"Scale_5",39.4339141845703
309,"SodaNaturalArea2",1,1,1,0,"Scale_6",36.8722991943359
309,"SodaNaturalArea2",1,1,1,0,"Scale_7",14.1807298660278
309,"SodaNaturalArea2",1,1,1,0,"Scale_8",4.42761182785034
309,"SodaNaturalArea2",1,1,1,0,"Scale_9",1.39627408981323
148,"SodaNaturalArea2",1,0,0,0,"Scale_1",6.09584045410156
148,"SodaNaturalArea2",1,0,0,0,"Scale_2",9.14229583740234
